sample_id,altura_t1_cm,temp_t1_c,precipitacao_t1_mm,umidade_t1_pct,altura_t2_cm,temp_t2_c,precipitacao_t2_mm,umidade_t2_pct,temp_futuro_2d_c,precipitacao_futuro_2d_mm,umidade_futuro_2d_pct,crescimento_passado_2d_cm,crescimento_futuro_2d_cm
S06608,72.399,26.87,35.0,75.72,72.963,28.36,0.0,61.45,18.97,4.52,79.2,0.564,0.104
S09476,54.915,25.79,0.0,64.83,55.176,21.07,0.0,61.08,26.16,0.0,75.48,0.261,0.336
S09559,52.906,16.26,0.0,65.15,53.144,25.58,8.58,75.46,20.93,0.43,68.31,0.238,0.203
S03307,66.274,23.09,5.89,74.14,66.493,26.47,0.44,71.68,22.55,4.15,64.63,0.219,0.189
S06069,60.582,28.04,0.0,78.66,60.913,21.86,2.7,66.63,21.56,0.0,76.33,0.331,0.236
S07631,43.822,18.46,0.0,73.55,44.188,24.0,0.0,80.22,21.06,0.0,64.49,0.366,0.277
S06506,59.992,22.29,35.0,82.95,60.551,22.58,0.0,75.59,19.55,3.77,57.3,0.559,0.136
S09356,63.078,25.75,5.0,72.89,63.483,17.52,3.64,78.4,27.2,18.0,75.27,0.405,0.536
S01800,64.266,20.57,0.0,67.5,64.424,19.2,0.0,70.64,25.8,0.0,59.45,0.158,0.207
S06757,70.873,16.67,0.0,62.72,71.057,15.24,0.11,67.39,21.82,0.0,70.16,0.184,0.128
S00876,63.504,23.89,29.01,66.73,63.966,16.41,0.0,83.15,20.0,1.62,70.07,0.462,0.23
S08425,74.76,23.22,0.79,93.62,75.033,22.67,0.0,83.22,24.59,2.09,68.78,0.273,0.172
S06439,59.951,19.64,0.0,58.52,60.085,21.81,8.94,71.7,23.59,11.12,81.11,0.134,0.403
S08398,75.126,23.31,10.08,65.43,75.51,23.35,0.0,73.21,21.24,5.93,63.12,0.384,0.124
S09082,71.773,26.2,0.73,73.28,71.935,27.27,0.0,67.45,25.64,0.3,64.35,0.162,0.183
S06151,64.209,21.23,0.0,75.97,64.371,26.93,1.48,80.36,19.02,0.0,63.84,0.162,0.044
S05826,65.147,17.17,0.0,57.65,65.398,23.81,2.24,79.99,23.05,2.77,69.54,0.251,0.217
S04649,58.212,24.21,0.0,70.86,58.403,24.61,0.0,79.68,24.02,6.82,82.24,0.191,0.409
S00519,67.75,25.87,0.0,81.23,68.044,22.51,0.0,74.57,26.59,0.0,66.07,0.294,0.245
S03030,62.021,28.49,0.0,79.2,62.243,24.32,9.24,67.92,25.54,0.0,64.26,0.222,0.281
S08939,51.006,22.62,5.16,68.51,51.416,20.89,0.0,56.86,20.67,0.0,67.9,0.41,0.264
S08325,59.02,17.33,0.0,71.04,59.45,24.13,11.2,73.33,23.2,18.83,78.84,0.43,0.437
S06991,62.477,23.24,0.0,80.68,62.751,23.57,1.03,74.66,21.51,17.21,67.98,0.274,0.313
S03649,53.254,16.86,0.0,61.41,53.49,26.7,0.0,80.51,21.33,1.05,74.17,0.236,0.246
S02240,49.43,19.51,0.0,66.53,49.658,28.34,4.69,71.88,20.33,0.0,71.08,0.228,0.229
S07382,62.545,23.56,0.0,64.25,62.726,21.51,0.0,71.43,26.28,3.56,67.35,0.181,0.327
S09420,67.335,20.36,0.0,73.58,67.505,19.84,0.0,82.56,27.03,1.07,72.73,0.17,0.279
S03740,88.058,26.92,0.0,74.42,88.143,16.86,6.67,66.82,24.26,0.0,74.41,0.085,0.094
S00592,55.402,17.11,0.0,56.95,55.588,18.73,0.0,93.45,19.98,11.24,70.82,0.186,0.327
S07776,67.898,17.78,0.0,69.52,68.096,20.88,0.0,53.89,17.32,0.0,66.37,0.198,0.106
S05304,70.306,15.88,0.0,68.49,70.321,25.56,5.5,69.61,19.94,0.0,86.54,0.015,0.158
S08372,67.744,21.23,8.03,68.33,68.066,23.3,0.0,76.24,23.62,22.17,62.69,0.322,0.37
S09560,55.287,29.19,0.0,86.44,55.657,15.68,0.0,61.72,26.71,0.0,68.92,0.37,0.312
S09073,63.46,21.04,0.0,53.17,63.706,21.15,0.0,62.08,15.5,0.0,62.97,0.246,0.063
S09392,54.719,18.89,0.0,73.3,55.085,19.31,0.0,69.66,21.49,0.0,60.82,0.366,0.148
S07942,63.432,15.72,0.0,72.45,63.591,28.55,0.53,65.49,26.27,11.69,68.56,0.159,0.303
S05533,40.0,25.27,0.0,72.6,40.392,21.09,0.0,71.31,21.54,0.26,70.33,0.392,0.367
S01104,63.303,23.18,0.0,64.54,63.516,28.18,0.0,80.6,20.12,0.0,68.96,0.213,0.153
S01632,57.309,22.91,6.1,68.08,57.672,24.77,0.0,64.94,20.6,8.3,60.05,0.363,0.21
S06241,62.06,25.25,0.0,75.42,62.275,16.78,0.07,69.27,22.19,0.0,70.59,0.215,0.233
S06311,67.233,25.99,0.0,82.52,67.405,30.72,0.0,80.59,28.16,8.19,67.03,0.172,0.307
S02892,69.026,21.45,0.0,79.48,69.178,23.32,0.0,75.95,25.74,36.22,80.49,0.152,0.567
S05322,72.379,17.39,0.0,70.49,72.39,25.85,0.0,57.79,19.12,0.12,62.44,0.011,0.091
S05365,65.946,23.44,0.0,76.46,66.057,24.02,5.18,90.88,21.47,12.54,57.2,0.111,0.225
S06656,84.55,21.47,0.0,56.48,84.587,23.0,0.0,62.86,21.64,20.23,77.15,0.037,0.255
S06432,73.267,24.01,1.93,67.01,73.632,24.34,0.0,61.81,25.95,2.7,75.21,0.365,0.238
S00684,76.757,19.74,0.0,72.55,76.946,23.47,0.0,68.95,25.34,5.63,84.13,0.189,0.228
S04170,75.446,19.69,3.54,64.92,75.583,20.85,0.0,70.5,20.49,2.63,72.56,0.137,0.141
S09659,60.797,17.48,0.0,46.23,60.973,21.53,0.0,69.07,28.26,10.53,82.01,0.176,0.579
S01510,51.549,20.09,0.0,59.81,51.822,20.99,1.69,71.77,18.99,1.58,62.29,0.273,0.157
S06416,57.964,18.25,0.0,73.51,58.234,23.24,1.61,76.67,21.53,0.0,70.81,0.27,0.286
S09425,76.252,19.98,0.0,78.08,76.344,27.15,0.0,82.44,18.3,1.92,64.06,0.092,0.064
S07172,58.771,26.49,0.0,59.39,59.067,21.06,0.0,94.81,24.1,0.53,77.57,0.296,0.328
S02358,59.406,24.2,0.0,77.26,59.686,26.09,0.62,59.5,25.8,16.86,78.43,0.28,0.468
S04625,58.879,18.35,0.0,66.09,59.095,18.96,0.0,77.48,26.56,4.23,71.7,0.216,0.304
S05735,72.671,28.37,4.03,69.53,72.742,17.25,3.35,68.72,19.05,10.62,66.79,0.071,0.173
S06573,67.732,29.91,0.0,56.54,67.966,29.84,0.0,67.84,27.13,0.0,73.09,0.234,0.3
S05417,58.537,27.68,0.0,76.9,58.837,21.11,3.68,49.41,25.38,0.99,65.72,0.3,0.261
S05495,69.045,19.72,0.0,69.96,69.282,22.13,0.0,66.17,18.91,0.0,63.19,0.237,0.095
S07289,67.034,25.73,0.0,73.25,67.324,20.26,0.0,74.29,26.13,0.0,75.11,0.29,0.259
S08417,43.945,18.97,0.0,76.41,44.387,26.34,0.0,63.98,25.28,1.49,71.6,0.442,0.409
S04838,62.642,20.98,1.83,87.0,62.943,24.13,5.44,63.89,25.47,0.0,69.0,0.301,0.301
S02696,67.438,19.11,0.0,64.47,67.655,21.2,7.03,76.15,22.07,12.03,82.77,0.217,0.317
S08192,59.236,17.41,0.0,52.6,59.388,29.01,0.0,85.51,24.68,8.93,69.12,0.152,0.277
S06354,68.597,30.03,0.0,64.09,68.741,23.15,0.0,70.18,22.33,19.67,59.09,0.144,0.266
S05884,46.148,21.14,0.0,68.63,46.457,27.59,0.0,86.66,24.41,9.91,72.4,0.309,0.513
S09040,66.804,21.53,0.0,80.26,67.026,24.65,0.0,79.17,20.31,5.71,56.69,0.222,0.222
S01062,51.578,24.31,0.0,68.94,51.84,26.9,13.68,68.1,18.55,0.0,55.74,0.262,0.19
S07662,79.053,21.44,0.0,69.7,79.148,23.03,35.0,84.02,27.15,0.0,74.23,0.095,0.168
S04671,61.625,23.69,14.41,76.37,62.007,20.44,0.0,76.49,24.54,0.0,73.27,0.382,0.272
S05151,66.653,26.14,0.0,69.85,66.905,20.64,0.0,72.61,20.75,3.63,71.2,0.252,0.2
S07177,66.724,24.17,0.0,69.77,66.98,19.04,2.58,55.5,21.86,3.64,67.44,0.256,0.136
S02573,69.268,25.56,4.48,69.79,69.454,24.12,1.71,58.56,20.88,0.0,66.29,0.186,0.173
S04206,44.696,19.57,0.0,56.97,44.962,21.23,10.24,75.79,19.01,2.16,72.22,0.266,0.382
S00394,69.52,21.21,0.0,68.44,69.761,25.5,19.78,81.07,24.91,0.0,66.29,0.241,0.238
S06691,66.174,21.68,0.0,68.68,66.354,19.8,17.86,68.87,24.76,17.51,82.18,0.18,0.485
S03233,60.929,23.13,0.0,66.85,61.2,19.73,0.0,78.29,20.13,6.99,77.05,0.271,0.249
S06914,61.44,22.44,0.0,81.11,61.691,20.01,0.0,50.13,27.65,1.74,67.26,0.251,0.234
S01348,61.889,23.48,0.0,63.62,62.231,24.34,0.0,59.31,25.67,8.62,64.15,0.342,0.387
S02203,48.845,20.14,0.0,56.49,49.136,24.64,0.0,63.16,26.99,10.53,65.74,0.291,0.382
S03544,62.215,16.62,0.0,72.16,62.32,15.69,13.61,56.68,27.1,3.88,60.52,0.105,0.248
S00499,67.121,24.19,6.52,74.31,67.322,27.12,0.08,78.24,21.46,1.87,71.17,0.201,0.15
S03206,59.166,23.28,0.0,61.27,59.463,25.95,0.0,85.61,18.95,11.66,77.06,0.297,0.254
S00842,50.553,23.34,0.0,67.21,50.808,22.99,0.0,72.13,26.04,6.92,70.21,0.255,0.319
S03811,53.24,18.27,0.0,59.32,53.528,21.3,0.0,60.16,20.56,2.35,64.72,0.288,0.176
S04556,62.553,22.71,0.0,66.96,62.737,16.48,0.0,68.17,19.36,14.82,67.04,0.184,0.239
S07867,79.634,22.36,4.66,55.12,79.746,24.32,0.0,69.77,21.29,10.62,82.79,0.112,0.26
S06956,49.126,21.28,0.0,92.62,49.661,25.09,3.92,67.73,19.91,0.0,62.1,0.535,0.22
S04510,57.598,26.67,0.0,74.16,57.782,19.04,0.0,75.5,16.9,0.0,76.6,0.184,0.09
S04162,55.408,23.23,0.0,67.89,55.703,27.0,2.8,76.27,23.92,0.0,73.28,0.295,0.249
S09105,68.983,18.22,0.0,63.79,69.031,23.89,0.0,80.59,23.27,5.47,69.08,0.048,0.261
S06606,56.836,27.25,21.84,64.16,57.455,24.38,5.63,73.53,20.6,0.0,59.61,0.619,0.119
S00219,46.411,19.43,0.0,86.71,46.708,14.92,0.0,65.09,21.56,0.0,70.63,0.297,0.251
S06902,71.776,28.79,4.0,69.42,72.152,26.22,0.0,85.04,23.54,0.0,69.45,0.376,0.096
S00372,66.815,18.62,0.0,70.98,66.961,22.77,0.0,76.59,20.83,5.15,64.78,0.146,0.215
S05531,48.071,22.71,0.45,61.99,48.359,19.6,14.59,66.62,26.69,2.67,64.32,0.288,0.378
S03215,65.466,26.19,6.1,89.18,65.809,14.54,0.0,65.19,20.92,0.0,78.49,0.343,0.163
S08091,65.569,25.24,0.0,58.22,65.739,19.71,0.0,67.68,23.03,2.49,71.3,0.17,0.203
S08946,66.878,18.35,0.0,61.53,66.978,21.67,0.0,61.89,21.05,9.24,73.54,0.1,0.258
S07025,59.716,21.11,0.0,66.46,59.933,22.35,0.0,75.0,23.34,0.0,77.77,0.217,0.285
S08839,63.546,23.06,0.0,62.45,63.8,25.22,11.26,81.65,20.37,0.0,67.56,0.254,0.073
S04819,68.49,17.69,0.0,67.4,68.527,21.74,0.0,70.68,22.43,1.28,73.56,0.037,0.203
S00113,85.968,17.63,0.0,65.75,85.999,25.69,0.57,77.78,23.26,0.43,65.62,0.031,0.112
S06406,42.141,22.11,1.48,72.28,42.501,22.93,0.0,68.33,27.66,0.0,60.8,0.36,0.324
S00941,54.317,17.93,0.0,57.48,54.57,19.98,0.0,74.78,23.86,0.0,68.81,0.253,0.237
S00872,64.868,20.58,12.51,53.03,65.154,22.85,0.0,80.74,24.4,0.0,67.05,0.286,0.21
S05504,76.271,22.85,0.0,63.47,76.33,25.14,3.64,75.91,22.54,0.0,72.95,0.059,0.133
S07159,49.223,25.79,0.0,72.89,49.585,20.2,0.0,63.36,20.21,5.83,68.81,0.362,0.257
S07029,57.546,24.42,5.05,73.61,57.836,18.79,0.0,57.82,21.03,0.0,69.13,0.29,0.332
S07821,70.867,21.04,0.0,81.57,71.101,25.3,0.0,74.51,23.28,3.44,73.17,0.234,0.226
S05639,56.074,18.54,0.0,64.39,56.307,27.27,1.39,74.66,22.3,1.3,63.69,0.233,0.173
S01373,54.494,24.47,0.0,71.12,54.839,24.07,4.68,61.58,18.06,20.67,62.35,0.345,0.41
S00648,55.476,27.21,0.0,91.36,55.749,23.83,1.4,61.82,18.65,1.14,64.36,0.273,0.165
S03698,60.527,22.08,0.0,66.5,60.668,28.51,0.0,81.0,17.06,3.48,62.3,0.141,0.049
S01044,64.427,26.11,16.39,73.8,64.878,21.38,0.0,71.09,15.59,0.0,65.92,0.451,0.045
S09781,49.475,24.77,21.84,82.99,50.057,16.72,0.0,73.99,16.66,0.53,71.81,0.582,0.162
S01349,53.503,24.46,0.0,78.99,53.895,26.52,0.0,68.83,22.51,4.4,81.17,0.392,0.297
S01886,54.818,25.0,2.32,66.06,55.206,25.74,0.0,80.49,29.81,6.53,79.71,0.388,0.433
S03051,56.553,26.01,0.0,64.23,56.854,22.8,0.0,84.15,23.74,1.2,65.75,0.301,0.322
S05068,57.343,30.18,0.0,57.27,57.665,16.61,0.0,73.42,25.62,2.39,80.1,0.322,0.27
S09552,66.117,23.03,0.0,65.37,66.275,24.11,0.0,67.2,22.9,0.5,69.19,0.158,0.14
S04262,55.761,23.95,0.34,73.11,56.054,22.21,0.0,71.65,25.3,9.28,72.95,0.293,0.389
S03083,53.034,20.88,0.0,65.85,53.327,20.67,0.0,74.49,21.66,3.04,69.38,0.293,0.344
S00429,70.336,20.76,0.0,75.77,70.51,24.89,4.45,69.9,23.07,0.47,75.32,0.174,0.129
S03263,58.521,17.23,0.0,69.21,58.734,21.55,0.0,79.48,27.37,22.1,72.36,0.213,0.514
S08671,55.993,23.28,7.81,67.25,56.413,22.73,0.0,78.57,30.02,2.12,71.54,0.42,0.396
S04624,43.367,16.23,0.0,53.76,43.517,23.86,0.0,67.79,20.64,0.0,68.65,0.15,0.268
S09102,74.65,25.72,0.01,72.88,74.845,23.46,0.0,63.7,17.77,4.45,69.67,0.195,0.126
S09343,46.82,18.7,0.0,63.92,47.049,26.5,0.0,65.92,21.16,16.37,67.54,0.229,0.386
S09122,66.926,22.42,0.0,75.87,67.107,26.75,3.58,67.62,25.18,0.28,65.78,0.181,0.181
S08348,78.891,19.03,3.05,69.43,78.935,25.32,0.0,66.71,28.46,1.32,63.95,0.044,0.212
S00701,67.387,21.99,9.36,79.25,67.693,25.16,0.0,66.36,21.69,1.63,71.0,0.306,0.224
S05774,63.599,24.43,1.91,83.13,63.908,23.82,0.0,57.98,15.0,7.45,72.88,0.309,0.116
S04653,45.058,19.83,0.0,57.93,45.354,20.02,0.0,65.21,23.64,0.0,68.09,0.296,0.354
S09091,57.374,24.16,2.06,82.02,57.732,18.57,0.0,75.12,25.26,30.87,75.76,0.358,0.577
S00063,76.266,16.6,0.0,70.81,76.323,25.46,0.0,67.73,24.62,0.66,64.66,0.057,0.121
S07018,52.416,19.99,0.0,79.63,52.696,23.7,0.0,65.39,24.66,4.01,69.28,0.28,0.338
S06793,71.118,18.45,0.0,75.05,71.286,19.31,0.0,64.69,26.76,0.0,75.24,0.168,0.238
S02299,68.191,24.38,0.0,47.2,68.297,20.97,0.0,85.76,27.49,36.78,68.79,0.106,0.636
S03982,54.565,26.45,3.13,71.06,55.102,20.5,0.0,70.38,22.72,18.78,58.17,0.537,0.475
S01344,59.83,19.6,1.06,63.05,60.108,21.16,0.0,80.93,26.15,10.79,84.73,0.278,0.456
S04885,70.774,16.03,5.35,67.7,70.928,17.49,0.03,47.04,22.78,0.11,74.24,0.154,0.195
S01105,69.096,25.24,0.0,65.83,69.243,19.16,1.08,61.89,22.28,5.72,58.46,0.147,0.213
S03531,63.53,23.88,0.0,78.86,63.774,27.48,0.0,81.98,23.6,12.37,75.66,0.244,0.43
S06225,57.035,26.26,0.0,74.46,57.352,24.94,0.0,82.79,24.02,0.0,61.98,0.317,0.266
S07183,52.685,24.43,0.0,71.08,52.926,24.91,0.0,66.49,23.46,7.53,80.99,0.241,0.404
S03286,72.209,23.07,0.0,74.03,72.425,23.76,0.0,65.95,25.91,43.66,58.04,0.216,0.472
S04016,58.252,26.93,3.36,74.73,58.712,25.91,0.0,76.06,20.18,24.1,69.24,0.46,0.465
S03487,56.577,27.58,0.0,83.97,56.981,23.03,5.94,73.92,23.76,1.48,72.39,0.404,0.195
S02708,67.224,14.19,0.0,64.1,67.283,17.34,0.0,73.52,15.5,0.76,70.49,0.059,0.067
S06308,70.25,29.22,0.0,69.21,70.531,20.04,0.0,75.41,18.01,2.72,59.05,0.281,0.034
S00076,63.218,14.64,0.0,72.06,63.388,22.3,0.0,72.64,25.19,0.0,83.44,0.17,0.255
S04434,67.569,26.76,0.0,75.49,67.736,20.24,0.0,60.42,24.42,0.0,69.44,0.167,0.158
S07402,55.649,23.22,5.5,77.13,55.975,22.1,0.0,44.99,21.58,0.14,67.33,0.326,0.251
S02557,65.233,25.17,0.0,71.13,65.359,15.68,0.0,63.5,26.62,10.12,73.99,0.126,0.383
S06605,51.253,24.49,0.0,76.46,51.594,26.49,6.34,82.48,20.85,11.99,75.65,0.341,0.397
S03237,87.195,18.55,0.0,61.4,87.228,22.71,0.0,74.64,22.86,20.82,67.07,0.033,0.205
S00124,52.138,25.24,0.0,71.32,52.545,17.61,0.0,68.14,22.45,35.71,69.21,0.407,0.681
S05739,73.876,25.82,10.18,70.79,74.184,25.07,0.0,71.03,23.86,0.91,64.35,0.308,0.162
S06925,49.968,18.47,0.0,59.21,50.177,21.49,18.21,62.48,23.22,2.82,71.56,0.209,0.332
S08579,79.918,17.68,0.0,72.61,80.026,20.3,4.01,62.8,21.45,12.18,67.26,0.108,0.177
S07600,49.478,24.76,0.0,64.55,50.109,22.12,0.0,76.6,18.24,0.0,66.42,0.631,0.19
S07108,52.622,21.46,3.16,80.88,52.859,24.3,2.12,73.48,21.23,0.0,61.07,0.237,0.242
S04567,61.979,25.82,5.35,74.75,62.245,25.1,0.0,62.18,24.86,0.0,73.41,0.266,0.255
S05221,59.381,21.39,0.0,76.94,59.645,25.31,0.0,81.12,23.06,26.56,77.47,0.264,0.498
S00392,60.584,21.53,0.0,63.94,60.656,23.4,0.34,81.23,19.35,0.0,65.09,0.072,0.2
S03710,58.837,26.26,2.83,67.66,59.308,26.71,10.62,73.8,27.02,2.02,74.98,0.471,0.384
S04078,62.668,24.41,4.14,63.35,62.846,22.68,0.0,78.33,20.6,0.0,58.13,0.178,0.118
S07472,59.727,26.2,0.0,79.09,60.058,22.76,0.0,50.23,22.81,5.45,66.16,0.331,0.213
S02043,70.352,22.2,2.65,63.84,70.54,16.52,0.0,70.47,22.85,6.04,64.61,0.188,0.207
S05471,62.096,18.99,0.0,63.34,62.302,21.6,0.0,55.18,20.73,0.37,83.9,0.206,0.189
S01927,66.356,21.34,0.0,69.25,66.493,20.74,0.0,69.82,22.06,0.53,65.08,0.137,0.14
S08857,59.339,23.82,0.0,70.5,59.694,24.6,0.0,69.19,22.72,1.39,69.59,0.355,0.25
S02493,56.142,23.29,0.0,69.64,56.441,25.83,0.0,56.05,23.78,1.07,72.1,0.299,0.296
S04962,45.576,25.81,0.0,52.24,45.902,24.1,0.0,78.1,23.62,0.0,71.14,0.326,0.351
S05990,40.649,18.82,0.0,60.82,40.992,18.67,0.0,77.02,20.44,21.11,70.61,0.343,0.523
S06551,53.678,23.45,0.0,65.57,53.987,22.69,0.0,70.61,22.61,1.57,58.93,0.309,0.281
S03576,57.895,23.57,0.0,62.66,58.131,20.93,1.03,87.55,27.73,0.0,82.95,0.236,0.381
S03848,61.954,19.26,0.0,64.63,62.189,21.01,19.59,55.54,18.28,0.03,69.7,0.235,0.184
S06355,58.27,23.94,0.0,48.41,58.452,26.36,0.0,60.72,23.67,0.0,77.41,0.182,0.261
S09643,64.12,28.75,0.0,80.63,64.457,24.28,0.0,65.19,25.83,1.26,72.05,0.337,0.283
S02124,68.293,20.21,0.0,76.81,68.452,27.48,0.0,82.08,21.97,0.84,59.15,0.159,0.142
S00855,70.154,25.81,1.66,64.16,70.494,21.47,0.0,68.85,23.11,10.26,68.99,0.34,0.295
S03559,50.302,24.63,0.0,61.47,50.72,26.43,0.0,74.38,20.25,1.23,62.07,0.418,0.246
S09642,67.27,18.94,4.59,62.16,67.476,23.06,0.0,69.49,26.79,13.55,79.3,0.206,0.428
S06202,54.722,20.74,0.0,58.6,55.001,24.74,0.0,66.79,20.07,9.95,64.32,0.279,0.257
S05662,71.056,22.48,0.0,70.76,71.146,25.36,0.0,59.28,23.76,17.43,75.59,0.09,0.362
S05291,73.234,22.0,0.0,67.63,73.35,27.33,0.0,68.66,22.59,0.92,66.91,0.116,0.163
S03065,55.895,24.39,7.3,83.52,56.281,22.22,0.0,66.41,24.41,0.0,75.38,0.386,0.373
S04187,58.534,22.96,0.0,73.25,58.807,23.81,1.19,71.91,24.4,0.0,60.26,0.273,0.207
S06853,53.601,19.48,0.0,86.04,53.909,15.42,0.0,75.21,25.03,0.26,77.25,0.308,0.318
S06122,57.01,22.93,12.29,79.64,57.421,24.44,3.88,77.55,24.3,9.05,70.26,0.411,0.358
S09734,69.594,20.13,0.0,77.06,69.736,25.94,0.0,79.68,19.4,0.0,72.59,0.142,0.092
S00462,80.784,22.68,0.0,82.06,80.868,18.65,0.0,77.77,22.22,11.02,65.29,0.084,0.205
S07551,60.856,23.0,0.0,63.37,61.023,20.44,0.0,79.91,17.56,7.65,68.15,0.167,0.247
S03235,46.696,21.56,2.53,65.84,46.996,21.45,0.0,69.4,21.28,22.1,67.15,0.3,0.531
S02534,66.616,25.21,0.0,69.31,67.093,26.12,0.09,52.13,24.69,0.0,89.42,0.477,0.353
S07204,66.914,28.76,0.0,73.78,67.194,24.03,0.0,82.07,21.88,13.09,70.53,0.28,0.326
S04947,65.271,17.31,0.0,80.87,65.334,23.6,0.0,72.91,23.06,18.75,68.76,0.063,0.374
S00100,64.144,23.83,0.0,72.81,64.315,20.43,1.03,74.83,26.42,0.0,78.42,0.171,0.289
S00604,71.837,26.78,0.0,63.49,71.868,24.13,0.0,62.95,23.73,0.0,71.22,0.031,0.211
S03392,69.894,20.98,0.0,72.18,70.285,30.89,0.0,65.84,22.32,0.0,61.9,0.391,0.133
S02986,62.943,18.43,0.0,72.5,63.239,25.44,1.69,74.54,24.82,44.14,70.67,0.296,0.665
S02303,87.94,21.52,2.82,71.19,87.985,15.79,0.0,78.12,25.64,29.76,62.21,0.045,0.304
S09097,53.434,26.05,0.0,73.11,53.763,17.86,0.0,66.92,21.67,1.53,76.95,0.329,0.237
S02105,51.315,24.25,0.0,71.62,51.639,28.41,0.0,68.94,22.1,4.19,65.91,0.324,0.28
S09459,82.733,23.02,0.0,63.16,82.8,17.29,0.0,82.22,21.16,19.35,68.33,0.067,0.252
S06431,66.297,26.76,2.99,77.83,66.656,29.67,8.17,76.57,24.25,1.57,84.16,0.359,0.385
S08037,64.298,17.66,10.96,77.27,64.524,21.31,0.0,59.18,20.82,0.0,72.66,0.226,0.264
S09506,77.508,30.6,5.65,69.95,77.737,16.75,0.0,64.34,21.73,1.45,73.82,0.229,0.096
S03575,59.777,26.34,0.0,62.05,60.2,24.55,19.78,88.2,25.59,0.0,70.53,0.423,0.277
S09558,45.765,20.96,0.0,65.56,46.208,24.96,0.0,60.65,20.92,0.4,71.2,0.443,0.318
S02257,75.127,19.8,0.0,65.92,75.223,28.79,4.17,75.82,20.2,15.51,67.42,0.096,0.166
S03292,67.253,31.95,0.0,69.98,67.548,19.82,0.0,82.89,24.22,5.43,66.86,0.295,0.174
S03928,48.462,24.06,0.0,61.59,48.827,26.24,0.0,70.37,26.09,1.44,80.43,0.365,0.385
S05572,56.628,23.65,0.0,67.22,56.972,21.57,17.31,69.15,20.91,0.43,63.86,0.344,0.174
S00174,62.53,28.13,31.94,75.55,63.126,23.22,8.76,62.77,22.91,0.0,75.45,0.596,0.179
S08333,65.838,20.64,0.0,65.3,65.915,19.31,0.0,61.93,21.1,7.46,70.02,0.077,0.33
S07848,71.618,19.86,0.0,57.79,71.7,22.53,0.0,63.47,19.71,2.53,71.47,0.082,0.109
S01100,58.472,26.42,0.0,76.09,58.788,22.79,0.0,69.94,21.86,0.44,72.59,0.316,0.25
S04285,56.471,18.29,0.0,64.52,56.668,21.19,0.0,61.84,18.14,0.0,66.67,0.197,0.274
S03539,75.988,24.33,18.44,78.64,76.403,22.25,0.0,74.5,22.12,2.75,70.1,0.415,0.203
S01879,41.868,22.77,0.0,73.62,42.266,25.72,5.76,62.16,23.26,3.28,74.69,0.398,0.341
S04441,69.048,19.61,1.88,68.47,69.166,16.64,0.0,76.35,24.16,27.43,79.89,0.118,0.541
S02542,60.254,30.22,0.0,58.29,60.598,27.16,0.0,66.63,21.55,1.46,65.15,0.344,0.206
S05716,59.186,25.25,0.0,57.42,59.345,20.61,0.0,69.34,22.12,0.0,70.99,0.159,0.229
S09176,52.621,22.89,0.0,77.74,53.024,24.38,0.0,71.52,19.87,17.8,74.77,0.403,0.415
S07069,52.588,24.79,0.0,65.74,52.922,17.55,0.0,62.71,18.8,1.94,73.73,0.334,0.297
S05010,51.789,18.1,0.0,74.15,52.184,15.38,0.0,55.06,23.64,1.9,73.96,0.395,0.339
S07721,57.433,18.06,0.0,64.57,57.644,25.82,0.19,62.22,25.04,0.0,63.56,0.211,0.299
S07208,59.574,20.94,0.0,63.95,59.837,21.07,0.0,80.14,24.7,4.35,69.24,0.263,0.282
S04933,57.622,21.16,7.47,91.03,58.013,22.64,0.0,71.17,20.22,2.07,70.16,0.391,0.164
S03555,71.811,19.13,0.0,61.21,71.968,20.83,0.0,71.91,21.3,7.12,61.18,0.157,0.182
S07992,55.871,24.95,0.0,79.59,56.269,23.91,0.0,88.04,22.06,3.12,68.81,0.398,0.269
S08686,74.649,28.46,0.0,69.52,74.846,26.31,13.03,72.27,21.88,0.0,68.72,0.197,0.109
S01492,58.434,22.19,0.0,66.29,58.6,16.45,0.0,67.24,22.84,7.75,66.88,0.166,0.259
S05482,71.894,22.4,9.45,63.81,72.075,28.41,0.0,71.86,20.84,10.11,85.3,0.181,0.273
S05461,56.713,27.02,34.98,58.2,57.462,25.06,1.49,77.02,17.34,0.33,64.26,0.749,0.102
S09453,68.497,22.31,2.53,62.18,68.677,24.73,2.37,64.28,21.45,0.62,71.58,0.18,0.177
S07218,66.499,22.89,0.0,76.96,66.633,24.5,12.24,72.31,20.24,0.0,57.29,0.134,0.075
S08726,52.658,18.36,0.0,77.72,52.862,22.05,0.0,62.1,20.68,1.22,74.9,0.204,0.34
S04975,64.553,18.76,0.0,60.01,64.702,29.28,0.0,60.11,24.04,0.0,69.05,0.149,0.175
S04478,64.41,26.77,0.0,66.63,64.672,26.69,0.0,62.93,20.8,0.0,65.85,0.262,0.16
S09273,61.223,14.92,0.0,72.09,61.385,24.1,0.0,70.84,23.42,5.36,71.05,0.162,0.324
S02000,70.255,26.45,0.0,67.41,70.45,25.48,0.0,77.55,21.42,0.0,71.86,0.195,0.086
S09970,58.43,28.57,1.93,67.67,58.693,24.54,0.0,77.92,19.5,0.7,61.71,0.263,0.14
S07918,62.295,24.09,12.8,70.49,62.703,15.36,0.0,78.89,23.18,16.53,73.2,0.408,0.335
